Date,Open,High,Low,Close,Volume
2025-05-26,92.34,95.10,89.44,91.61,22051237
2025-05-27,92.56,95.42,89.74,92.78,42967530
2025-05-28,92.11,97.68,88.07,92.40,47250840
2025-05-29,93.91,97.24,91.39,93.70,43645284
2025-05-30,92.95,95.42,88.22,92.22,30474935
2025-06-02,92.49,95.07,90.94,93.56,25966193
2025-06-03,95.79,99.00,90.57,94.12,27899917
2025-06-04,97.15,100.54,93.69,95.66,24231222
2025-06-05,93.43,95.74,91.68,94.00,22898345
2025-06-06,96.77,101.59,92.79,96.99,47704755
2025-06-09,99.64,101.49,96.94,98.44,40802305
2025-06-10,97.70,100.37,96.30,98.34,31616627
2025-06-11,97.83,101.78,95.90,99.22,33582140
2025-06-12,99.33,102.30,97.10,98.80,30157712
2025-06-13,97.74,98.84,95.31,96.51,21077106
2025-06-16,100.81,105.56,94.94,100.24,33258220
2025-06-17,99.31,101.91,95.85,98.63,42729332
2025-06-18,99.96,103.24,95.22,100.95,22003969
2025-06-19,103.08,106.15,96.98,101.39,41764980
2025-06-20,100.10,102.98,97.91,99.76,44925366
2025-06-23,104.94,106.42,101.53,103.59,39534356
2025-06-24,103.37,105.95,100.66,103.79,48492404
2025-06-25,101.17,104.82,99.54,101.60,26459939
2025-06-26,106.44,108.46,103.62,105.13,24050409
2025-06-27,100.98,105.97,98.13,103.50,36922512
2025-06-30,107.72,110.61,101.36,106.62,28421740
2025-07-01,107.76,109.29,105.04,106.74,37515988
2025-07-02,107.41,109.88,105.96,107.84,41535648
2025-07-03,106.52,110.85,103.37,105.93,45562359
2025-07-04,107.44,112.14,103.11,107.43,27915143
2025-07-07,109.13,114.80,106.41,111.01,23538516
2025-07-08,111.02,114.27,108.63,111.07,45112875
2025-07-09,113.08,114.09,110.97,112.42,41828250
2025-07-10,111.14,116.31,108.86,110.96,31411717
2025-07-11,112.21,114.43,108.24,110.97,26455821
2025-07-14,116.94,120.75,114.09,116.20,49992252
2025-07-15,115.24,116.80,112.98,114.28,23609415
2025-07-16,114.96,120.09,112.50,115.29,35001857
2025-07-17,120.15,125.16,112.84,118.79,36924007
2025-07-18,115.68,118.74,114.10,116.40,32910732
2025-07-21,121.81,124.17,119.10,122.14,37606314
2025-07-22,121.83,124.66,117.42,119.69,35001936
2025-07-23,125.36,128.86,119.21,124.16,23450912
2025-07-24,122.58,126.23,119.11,122.20,43746008
2025-07-25,128.45,132.55,122.67,126.26,23266335
2025-07-28,125.93,133.05,121.43,127.41,42863065
2025-07-29,127.00,130.85,123.78,127.79,44395175
2025-07-30,124.78,130.87,121.17,126.10,35938350
2025-07-31,129.36,133.78,127.15,131.01,38211079
2025-08-01,133.58,138.80,122.90,131.50,20388530
2025-08-04,135.04,138.05,130.03,133.99,29162686
2025-08-05,136.84,141.76,129.32,135.52,37235423
2025-08-06,135.12,136.34,132.54,134.39,29121930
2025-08-07,138.18,144.87,132.27,136.91,37408626
2025-08-08,139.91,145.12,135.05,138.12,31292662
2025-08-11,142.29,151.46,138.25,144.20,21543442
2025-08-12,146.21,150.07,137.68,142.34,34138406
2025-08-13,142.44,148.65,139.27,143.03,34575675
2025-08-14,145.89,147.72,143.68,145.43,47578309
2025-08-15,149.94,157.05,145.70,150.57,33980915
2025-08-18,150.59,153.33,147.02,150.42,28566215
2025-08-19,156.19,158.17,152.49,155.42,27781179
2025-08-20,155.55,159.87,151.34,155.55,37884001
2025-08-21,153.92,156.59,149.06,153.84,26953707
2025-08-22,156.58,160.95,152.71,157.09,23707348
2025-08-25,162.13,165.78,158.68,163.28,22169080
2025-08-26,161.11,164.47,154.10,159.55,22459762
2025-08-27,159.41,164.21,157.32,160.49,38728048
2025-08-28,168.37,175.25,157.51,167.86,31154475
2025-08-29,169.04,173.84,159.66,164.50,27362194
2025-09-01,168.44,177.69,160.70,171.18,42005794
2025-09-02,172.11,176.99,167.94,173.23,42616561
2025-09-03,173.86,176.79,169.87,173.86,36785267
2025-09-04,172.74,182.85,167.70,174.19,28439780
2025-09-05,172.96,178.34,168.20,173.31,40698183
2025-09-08,177.30,181.15,168.43,177.41,24022051
2025-09-09,180.09,188.90,174.83,182.56,33470880
2025-09-10,180.34,186.09,177.20,183.36,39813192
2025-09-11,181.77,190.98,177.66,182.09,31413015
2025-09-12,184.76,195.87,178.14,187.92,38519066
2025-09-15,189.38,192.86,186.96,189.77,29858831
2025-09-16,194.49,201.08,181.05,189.42,38714369
2025-09-17,189.24,199.29,181.67,190.30,36883973
2025-09-18,195.09,199.08,189.73,194.15,32110768
2025-09-19,194.11,199.77,188.36,194.09,41619740
2025-09-22,197.60,203.70,189.95,196.71,42160029
2025-09-23,206.02,211.89,195.59,202.81,33699368
2025-09-24,203.02,213.48,190.27,202.92,43987630
2025-09-25,205.04,209.08,197.26,204.63,36858213
2025-09-26,205.25,211.08,195.50,203.39,45914811
2025-09-29,211.15,219.56,204.87,211.32,23070603
2025-09-30,207.62,211.58,205.76,208.30,32518797
2025-10-01,213.60,217.10,210.56,212.79,49492031
2025-10-02,211.66,218.18,208.28,212.94,20867906
2025-10-03,212.18,222.57,199.17,212.76,43770081
2025-10-06,225.74,230.01,217.55,223.36,47785902
2025-10-07,219.74,230.16,214.45,221.70,27537594
2025-10-08,221.95,234.98,214.55,224.25,44284045
2025-10-09,225.53,232.61,221.52,228.24,29872778
2025-10-10,227.38,233.55,218.04,225.96,49030902
2025-10-13,224.85,237.95,217.98,229.47,45394251
2025-10-14,246.41,254.82,231.45,239.24,42269701
2025-10-15,237.56,244.67,229.53,240.41,46198228
2025-10-16,239.61,255.11,225.09,239.90,28681401
2025-10-17,236.94,243.36,232.99,240.26,45007483
2025-10-20,243.05,249.72,237.68,242.36,40625846
2025-10-21,247.42,253.16,241.92,247.36,26024538
2025-10-22,249.69,265.33,239.10,250.78,20859461
2025-10-23,253.93,258.08,247.70,251.73,43059931
2025-10-24,251.84,262.09,246.88,255.30,20739765
2025-10-27,252.52,262.85,247.55,256.35,20906575
2025-10-28,267.51,275.16,260.50,265.21,46099723
2025-10-29,268.55,278.99,259.69,265.63,31118385
2025-10-30,260.10,271.25,250.11,262.06,29664503
2025-10-31,272.37,283.04,262.17,271.00,37700549
2025-11-03,266.28,282.20,256.06,270.43,32461277
2025-11-04,279.27,292.69,273.16,282.30,20975156
2025-11-05,284.07,293.35,271.89,280.13,23322505
2025-11-06,287.95,291.20,280.92,286.12,30789202
2025-11-07,292.99,302.06,279.09,286.52,34333079
2025-11-10,281.31,292.23,276.37,285.55,27725783
2025-11-11,288.32,291.76,284.13,288.01,22312710
2025-11-12,296.44,307.45,281.24,297.60,40877294
2025-11-13,298.40,311.73,288.44,302.22,21577366
2025-11-14,294.65,311.08,286.84,298.59,40761135
2025-11-17,302.05,306.43,294.60,302.11,39451755
2025-11-18,311.45,320.42,301.11,310.72,29599703
2025-11-19,321.13,327.19,310.19,316.94,31422168
2025-11-20,315.57,333.23,302.53,317.35,45217580
2025-11-21,321.17,326.47,309.74,315.33,48848384
2025-11-24,326.42,334.10,312.15,328.16,32352647
2025-11-25,323.79,333.72,314.52,325.15,36436949
2025-11-26,330.18,339.46,316.46,328.88,40301853
2025-11-27,325.87,333.46,320.51,324.45,30619373
2025-11-28,330.28,339.39,315.93,326.98,49999314
2025-12-01,339.52,348.38,328.24,337.34,22564444
2025-12-02,339.16,342.63,332.97,339.21,40588314
2025-12-03,339.59,352.76,325.05,338.23,22456954
2025-12-04,354.99,369.86,334.13,351.50,30702172
2025-12-05,345.07,356.89,330.53,345.57,27576094
2025-12-08,344.17,373.06,328.03,350.74,35118794
2025-12-09,344.38,366.38,334.28,351.30,25256606
2025-12-10,346.89,357.35,338.82,348.55,34052249
2025-12-11,351.54,372.82,340.97,352.90,38729757
2025-12-12,355.90,362.72,352.47,356.65,39796303
2025-12-15,362.21,379.64,350.61,366.44,21830892
2025-12-16,367.26,375.99,362.75,370.10,41736030
2025-12-17,372.32,382.05,362.41,371.00,31592663
2025-12-18,374.30,378.73,366.67,374.42,23637498
2025-12-19,382.29,390.83,365.28,374.62,23612902
2025-12-22,363.84,386.54,352.78,370.30,44415009
2025-12-23,376.87,388.69,371.75,380.19,38064458
2025-12-24,377.05,396.48,362.81,381.03,21229288
2025-12-25,373.37,383.73,368.69,373.84,43082657
2025-12-26,395.34,406.61,381.91,389.24,26860367
2025-12-29,384.65,397.94,377.87,388.49,39768818
2025-12-30,379.71,395.93,361.49,385.16,29699780
2025-12-31,384.27,395.03,366.62,382.69,38608744
2026-01-01,401.08,413.21,380.27,394.36,24465715
2026-01-02,384.35,411.96,370.30,390.08,43831945
2026-01-05,390.50,402.73,377.99,394.67,21432060
2026-01-06,402.15,407.74,389.90,398.94,32996145
2026-01-07,410.13,418.39,396.16,405.04,39711952
2026-01-08,402.04,408.73,397.35,401.47,48332280
2026-01-09,408.47,416.06,401.11,408.34,48358501
2026-01-12,405.09,421.67,393.51,403.16,48998879
2026-01-13,410.54,421.12,397.62,412.18,31121137
2026-01-14,423.66,437.42,405.49,417.43,39419487
2026-01-15,403.94,420.39,395.55,412.22,42520621
2026-01-16,410.97,421.53,395.39,407.65,40893061
2026-01-19,406.01,421.77,391.46,408.59,29940923
2026-01-20,413.48,428.38,398.24,413.15,40887772
2026-01-21,417.46,430.39,388.77,409.44,33388905
2026-01-22,417.80,429.18,411.40,422.07,45248732
2026-01-23,407.20,415.61,399.41,408.50,30034270
2026-01-26,409.27,419.98,394.49,409.80,48056201
2026-01-27,402.52,426.16,387.74,409.68,32090978
2026-01-28,405.15,413.89,401.31,407.72,25841129
2026-01-29,415.51,427.07,401.86,415.55,45099889
2026-01-30,405.65,414.96,397.70,406.80,33488069
2026-02-02,426.08,437.06,408.23,419.89,30280609
2026-02-03,428.92,445.65,419.69,430.44,43212330
2026-02-04,423.38,437.14,411.77,430.23,23848997
2026-02-05,432.97,441.17,427.36,433.79,47666784
2026-02-06,446.51,457.82,438.63,449.76,29070115
2026-02-09,457.28,469.81,446.49,459.73,34944082
2026-02-10,451.35,458.95,439.88,452.43,27224158
2026-02-11,472.44,479.34,461.34,467.42,31571899
2026-02-12,459.67,465.54,448.28,457.77,44915784
2026-02-13,472.62,489.94,460.07,476.26,44764806
2026-02-16,489.62,510.21,465.39,490.39,39725500
2026-02-17,483.58,496.90,470.43,489.34,27075562
2026-02-18,493.41,506.44,465.14,485.30,44929303
2026-02-19,506.81,524.63,482.82,496.58,39161741
2026-02-20,492.97,519.40,479.05,497.36,32802606
2026-02-23,506.29,516.72,491.47,502.11,48774310
2026-02-24,512.85,528.78,484.35,499.21,26888226
2026-02-25,518.47,532.81,503.26,518.13,48515853
2026-02-26,498.76,526.08,477.61,508.12,23174865
2026-02-27,505.58,529.75,489.68,510.40,36597778
2026-03-02,520.57,550.87,496.53,524.96,40243025
2026-03-03,519.54,532.31,492.51,521.53,49019995
2026-03-04,518.72,553.19,502.13,526.52,38043453
2026-03-05,528.87,544.90,518.19,537.42,21941550
2026-03-06,534.84,564.89,519.79,542.30,25392625
2026-03-09,543.55,563.98,533.27,544.78,22742076
2026-03-10,543.79,556.46,527.12,542.72,28887198
2026-03-11,548.78,564.35,523.58,540.45,37987033
2026-03-12,542.83,552.38,525.96,541.47,32631065
2026-03-13,579.16,596.77,541.20,564.79,29347579
2026-03-16,553.95,568.86,542.25,557.17,22481937
2026-03-17,559.91,570.14,536.87,556.56,27271003
2026-03-18,543.29,560.64,528.84,549.04,42002612
2026-03-19,556.90,595.80,535.77,564.03,36109423
2026-03-20,552.75,577.91,514.32,547.86,48759885
2026-03-23,557.45,580.79,546.34,557.83,46768784
2026-03-24,554.45,572.02,532.52,554.74,37972893
2026-03-25,552.74,574.27,540.27,562.70,37383681
2026-03-26,558.45,581.45,535.36,547.93,21279247
2026-03-27,563.69,585.40,545.87,560.88,39707350
2026-03-30,545.92,558.90,526.21,543.98,32651621
2026-03-31,537.07,556.67,525.73,542.05,48450889
2026-04-01,534.59,567.99,511.49,546.20,44940175
2026-04-02,568.12,586.03,546.40,557.40,49879327
2026-04-03,560.84,583.53,550.91,569.02,33954992
2026-04-06,576.42,605.01,563.85,585.38,40647732
2026-04-07,569.90,594.79,555.83,576.38,25924203
2026-04-08,577.62,611.16,561.80,582.04,29830903
2026-04-09,591.38,602.47,576.90,588.61,44453971
2026-04-10,592.51,617.77,562.91,600.58,31604442
2026-04-13,610.09,634.83,597.39,613.86,25004317
2026-04-14,607.56,628.16,596.87,612.62,49627403
2026-04-15,636.75,653.63,617.18,628.33,41449966
2026-04-16,635.96,660.33,599.81,631.80,30826626
2026-04-17,636.28,660.22,590.05,623.69,43834512
2026-04-20,659.25,674.85,635.55,656.94,34025900
2026-04-21,663.80,685.39,628.08,653.99,35084535
2026-04-22,666.59,681.52,654.59,662.83,40880341
2026-04-23,650.38,671.19,632.45,651.77,30525476
2026-04-24,639.07,675.69,613.68,653.09,35871053
2026-04-27,689.57,710.75,645.10,681.42,26116967
2026-04-28,688.31,698.42,672.42,680.08,29343037
2026-04-29,693.30,704.49,673.91,684.75,40230026
2026-04-30,683.52,694.29,669.91,684.67,31387519
2026-05-01,701.55,720.16,689.49,704.68,44628621
2026-05-04,724.87,754.16,688.91,723.61,48128629
2026-05-05,707.50,742.64,690.62,709.70,29581626
2026-05-06,731.72,753.18,719.25,736.98,25290677
2026-05-07,722.55,753.10,684.07,721.30,41424229
2026-05-08,737.22,749.64,720.68,733.49,20185980
2026-05-11,738.47,770.26,721.56,749.01,43005747
2026-05-12,760.64,794.41,720.94,750.69,22255086
2026-05-13,779.54,807.61,761.19,783.50,39326319
2026-05-14,775.40,787.04,761.59,776.23,28831044
2026-05-15,772.96,803.99,755.73,775.95,31419569
2026-05-18,818.41,838.97,787.02,803.30,31723669
2026-05-19,790.59,826.09,759.56,809.15,23701221
2026-05-20,804.92,830.29,790.94,807.39,28862380
2026-05-21,809.95,835.12,794.77,812.54,22331773
2026-05-22,820.56,860.11,787.21,826.30,30957619
2026-05-25,966.01,993.17,931.10,953.35,37352980
2026-05-26,978.94,1001.05,933.72,964.29,29288227
2026-05-27,972.73,1003.29,929.76,969.32,39531602
2026-05-28,992.00,1012.80,961.86,986.49,26183296
2026-05-29,961.29,990.42,941.87,971.00,35000000
